path,label
./datasets/n01532829/n01532829_1017.JPEG,1
./datasets/n01532829/n01532829_15237.JPEG,1
./datasets/n01532829/n01532829_26194.JPEG,1
./datasets/n01532829/n01532829_12382.JPEG,1
./datasets/n01532829/n01532829_1503.JPEG,1
./datasets/n01532829/n01532829_21915.JPEG,1
./datasets/n01558993/n01558993_10153.JPEG,2
./datasets/n01558993/n01558993_33567.JPEG,2
./datasets/n01558993/n01558993_2637.JPEG,2
./datasets/n01558993/n01558993_14305.JPEG,2
./datasets/n01558993/n01558993_2202.JPEG,2
./datasets/n01558993/n01558993_4315.JPEG,2
./datasets/n01558993/n01558993_9141.JPEG,2
./datasets/n01558993/n01558993_2173.JPEG,2
./datasets/n01558993/n01558993_3159.JPEG,2
./datasets/n01558993/n01558993_3790.JPEG,2
./datasets/n01558993/n01558993_2995.JPEG,2
./datasets/n01558993/n01558993_13570.JPEG,2
./datasets/n01558993/n01558993_4575.JPEG,2
./datasets/n01558993/n01558993_1770.JPEG,2
./datasets/n01558993/n01558993_9561.JPEG,2
./datasets/n01558993/n01558993_1932.JPEG,2
./datasets/n01558993/n01558993_14448.JPEG,2
./datasets/n01558993/n01558993_5141.JPEG,2
./datasets/n01558993/n01558993_1280.JPEG,2
./datasets/n01558993/n01558993_11819.JPEG,2
./datasets/n01558993/n01558993_14032.JPEG,2
./datasets/n01558993/n01558993_2988.JPEG,2
./datasets/n01558993/n01558993_11796.JPEG,2
./datasets/n01558993/n01558993_8723.JPEG,2
./datasets/n01558993/n01558993_7900.JPEG,2
./datasets/n01558993/n01558993_1454.JPEG,2
./datasets/n01558993/n01558993_8177.JPEG,2
./datasets/n01558993/n01558993_9850.JPEG,2
./datasets/n01558993/n01558993_14319.JPEG,2
./datasets/n01558993/n01558993_12544.JPEG,2
./datasets/n01558993/n01558993_10621.JPEG,2
./datasets/n01558993/n01558993_4531.JPEG,2
./datasets/n01558993/n01558993_2111.JPEG,2
./datasets/n01558993/n01558993_16352.JPEG,2
./datasets/n01558993/n01558993_3506.JPEG,2
./datasets/n01558993/n01558993_2609.JPEG,2
./datasets/n01558993/n01558993_2182.JPEG,2
./datasets/n01558993/n01558993_2080.JPEG,2
./datasets/n01558993/n01558993_31659.JPEG,2
./datasets/n01558993/n01558993_3906.JPEG,2
./datasets/n01558993/n01558993_3764.JPEG,2
./datasets/n01558993/n01558993_19718.JPEG,2
./datasets/n01558993/n01558993_4443.JPEG,2
./datasets/n01558993/n01558993_11900.JPEG,2
./datasets/n01558993/n01558993_1363.JPEG,2
./datasets/n01558993/n01558993_9347.JPEG,2
./datasets/n01558993/n01558993_5465.JPEG,2
./datasets/n01558993/n01558993_1138.JPEG,2
./datasets/n01558993/n01558993_12598.JPEG,2
./datasets/n01558993/n01558993_14247.JPEG,2
./datasets/n01704323/n01704323_1403.JPEG,3
./datasets/n01704323/n01704323_10249.JPEG,3
./datasets/n01704323/n01704323_1214.JPEG,3
./datasets/n01704323/n01704323_16197.JPEG,3
./datasets/n01704323/n01704323_9837.JPEG,3
./datasets/n01704323/n01704323_9034.JPEG,3
./datasets/n01704323/n01704323_6316.JPEG,3
./datasets/n01704323/n01704323_393.JPEG,3
./datasets/n01704323/n01704323_6062.JPEG,3
./datasets/n01704323/n01704323_8654.JPEG,3
./datasets/n01704323/n01704323_5120.JPEG,3
./datasets/n01704323/n01704323_5897.JPEG,3
./datasets/n01704323/n01704323_5886.JPEG,3
./datasets/n01704323/n01704323_8167.JPEG,3
./datasets/n01704323/n01704323_929.JPEG,3
./datasets/n01704323/n01704323_10005.JPEG,3
./datasets/n01704323/n01704323_35.JPEG,3
./datasets/n01704323/n01704323_3093.JPEG,3
./datasets/n01704323/n01704323_8769.JPEG,3
./datasets/n01704323/n01704323_1299.JPEG,3
./datasets/n01704323/n01704323_989.JPEG,3
./datasets/n01704323/n01704323_6445.JPEG,3
./datasets/n01704323/n01704323_8418.JPEG,3
./datasets/n01704323/n01704323_9210.JPEG,3
./datasets/n01704323/n01704323_4457.JPEG,3
./datasets/n01704323/n01704323_9618.JPEG,3
./datasets/n01704323/n01704323_8754.JPEG,3
./datasets/n01704323/n01704323_333.JPEG,3
./datasets/n01704323/n01704323_5844.JPEG,3
./datasets/n01704323/n01704323_10921.JPEG,3
./datasets/n01704323/n01704323_10031.JPEG,3
./datasets/n01704323/n01704323_7717.JPEG,3
./datasets/n01704323/n01704323_194.JPEG,3
./datasets/n01704323/n01704323_17008.JPEG,3
./datasets/n01704323/n01704323_7087.JPEG,3
./datasets/n01704323/n01704323_6585.JPEG,3
./datasets/n01704323/n01704323_5090.JPEG,3
./datasets/n01704323/n01704323_10375.JPEG,3
./datasets/n01704323/n01704323_7281.JPEG,3
./datasets/n01704323/n01704323_1388.JPEG,3
./datasets/n01704323/n01704323_5552.JPEG,3
./datasets/n01704323/n01704323_8374.JPEG,3
./datasets/n01704323/n01704323_9557.JPEG,3
./datasets/n01704323/n01704323_5094.JPEG,3
./datasets/n01704323/n01704323_4825.JPEG,3
./datasets/n01704323/n01704323_9751.JPEG,3
./datasets/n01704323/n01704323_9309.JPEG,3
./datasets/n01704323/n01704323_1223.JPEG,3
./datasets/n01704323/n01704323_8858.JPEG,3
./datasets/n01704323/n01704323_2161.JPEG,3
./datasets/n01749939/n01749939_2283.JPEG,4
./datasets/n01749939/n01749939_5245.JPEG,4
./datasets/n01749939/n01749939_8495.JPEG,4
./datasets/n01749939/n01749939_1067.JPEG,4
./datasets/n01749939/n01749939_2498.JPEG,4
./datasets/n01749939/n01749939_132.JPEG,4
./datasets/n01749939/n01749939_8980.JPEG,4
./datasets/n01749939/n01749939_5752.JPEG,4
./datasets/n01749939/n01749939_7649.JPEG,4
./datasets/n01749939/n01749939_5701.JPEG,4
./datasets/n01749939/n01749939_7924.JPEG,4
./datasets/n01749939/n01749939_3134.JPEG,4
./datasets/n01749939/n01749939_5563.JPEG,4
./datasets/n01749939/n01749939_745.JPEG,4
./datasets/n01749939/n01749939_4211.JPEG,4
./datasets/n01749939/n01749939_10804.JPEG,4
./datasets/n01749939/n01749939_3858.JPEG,4
./datasets/n01749939/n01749939_4055.JPEG,4
./datasets/n01749939/n01749939_5243.JPEG,4
./datasets/n01749939/n01749939_4184.JPEG,4
./datasets/n01749939/n01749939_3493.JPEG,4
./datasets/n01749939/n01749939_3686.JPEG,4
./datasets/n01749939/n01749939_771.JPEG,4
./datasets/n01749939/n01749939_4278.JPEG,4
./datasets/n01749939/n01749939_5238.JPEG,4
./datasets/n01749939/n01749939_7804.JPEG,4
./datasets/n01749939/n01749939_2398.JPEG,4
./datasets/n01749939/n01749939_4661.JPEG,4
./datasets/n01749939/n01749939_10549.JPEG,4
./datasets/n01749939/n01749939_5815.JPEG,4
./datasets/n01749939/n01749939_9018.JPEG,4
./datasets/n01749939/n01749939_10859.JPEG,4
./datasets/n01749939/n01749939_2346.JPEG,4
./datasets/n01749939/n01749939_5555.JPEG,4
./datasets/n01749939/n01749939_11418.JPEG,4
./datasets/n01749939/n01749939_443.JPEG,4
./datasets/n01749939/n01749939_8780.JPEG,4
./datasets/n01749939/n01749939_6147.JPEG,4
./datasets/n01749939/n01749939_731.JPEG,4
./datasets/n01749939/n01749939_25.JPEG,4
./datasets/n01749939/n01749939_5666.JPEG,4
./datasets/n01749939/n01749939_3178.JPEG,4
./datasets/n01749939/n01749939_5766.JPEG,4
./datasets/n01749939/n01749939_6655.JPEG,4
./datasets/n01749939/n01749939_10946.JPEG,4
./datasets/n01749939/n01749939_7441.JPEG,4
./datasets/n01749939/n01749939_1714.JPEG,4
./datasets/n01749939/n01749939_11630.JPEG,4
./datasets/n01749939/n01749939_12524.JPEG,4
./datasets/n01749939/n01749939_2166.JPEG,4
./datasets/n01770081/n01770081_4002.JPEG,5
./datasets/n01770081/n01770081_5051.JPEG,5
./datasets/n01770081/n01770081_8064.JPEG,5
./datasets/n01770081/n01770081_9828.JPEG,5
./datasets/n01770081/n01770081_10120.JPEG,5
./datasets/n01770081/n01770081_9611.JPEG,5
./datasets/n01770081/n01770081_27705.JPEG,5
./datasets/n01770081/n01770081_8058.JPEG,5
./datasets/n01770081/n01770081_14819.JPEG,5
./datasets/n01770081/n01770081_6671.JPEG,5
./datasets/n01770081/n01770081_19815.JPEG,5
./datasets/n01770081/n01770081_3848.JPEG,5
./datasets/n01770081/n01770081_1654.JPEG,5
./datasets/n01770081/n01770081_1636.JPEG,5
./datasets/n01770081/n01770081_1195.JPEG,5
./datasets/n01770081/n01770081_1775.JPEG,5
./datasets/n01770081/n01770081_3318.JPEG,5
./datasets/n01770081/n01770081_19635.JPEG,5
./datasets/n01770081/n01770081_19523.JPEG,5
./datasets/n01770081/n01770081_7504.JPEG,5
./datasets/n01770081/n01770081_11995.JPEG,5
./datasets/n01770081/n01770081_175.JPEG,5
./datasets/n01770081/n01770081_4581.JPEG,5
./datasets/n01770081/n01770081_4586.JPEG,5
./datasets/n01770081/n01770081_11193.JPEG,5
./datasets/n01770081/n01770081_1282.JPEG,5
./datasets/n01770081/n01770081_1309.JPEG,5
./datasets/n01770081/n01770081_2687.JPEG,5
./datasets/n01770081/n01770081_19075.JPEG,5
./datasets/n01770081/n01770081_13849.JPEG,5
./datasets/n01770081/n01770081_8050.JPEG,5
./datasets/n01770081/n01770081_2200.JPEG,5
./datasets/n01770081/n01770081_10200.JPEG,5
./datasets/n01770081/n01770081_3952.JPEG,5
./datasets/n01770081/n01770081_7525.JPEG,5
./datasets/n01770081/n01770081_6605.JPEG,5
./datasets/n01770081/n01770081_3734.JPEG,5
./datasets/n01770081/n01770081_12911.JPEG,5
./datasets/n01770081/n01770081_7099.JPEG,5
./datasets/n01770081/n01770081_3496.JPEG,5
./datasets/n01770081/n01770081_4590.JPEG,5
./datasets/n01770081/n01770081_14727.JPEG,5
./datasets/n01770081/n01770081_17882.JPEG,5
./datasets/n01770081/n01770081_3618.JPEG,5
./datasets/n01770081/n01770081_3485.JPEG,5
./datasets/n01770081/n01770081_8896.JPEG,5
./datasets/n01770081/n01770081_14573.JPEG,5
./datasets/n01770081/n01770081_6636.JPEG,5
./datasets/n01770081/n01770081_4030.JPEG,5
./datasets/n01770081/n01770081_2077.JPEG,5
./datasets/n01843383/n01843383_257.JPEG,6
./datasets/n01843383/n01843383_6338.JPEG,6
./datasets/n01843383/n01843383_2843.JPEG,6
./datasets/n01843383/n01843383_3614.JPEG,6
./datasets/n01843383/n01843383_19017.JPEG,6
./datasets/n01843383/n01843383_11034.JPEG,6
./datasets/n01843383/n01843383_3408.JPEG,6
./datasets/n01843383/n01843383_11851.JPEG,6
./datasets/n01843383/n01843383_2908.JPEG,6
./datasets/n01843383/n01843383_7603.JPEG,6
./datasets/n01843383/n01843383_5170.JPEG,6
./datasets/n01843383/n01843383_5769.JPEG,6
./datasets/n01843383/n01843383_10415.JPEG,6
./datasets/n01843383/n01843383_7010.JPEG,6
./datasets/n01843383/n01843383_1939.JPEG,6
./datasets/n01843383/n01843383_2529.JPEG,6
./datasets/n01843383/n01843383_259.JPEG,6
./datasets/n01843383/n01843383_5768.JPEG,6
./datasets/n01843383/n01843383_125.JPEG,6
./datasets/n01843383/n01843383_4032.JPEG,6
./datasets/n01843383/n01843383_9004.JPEG,6
./datasets/n01843383/n01843383_2001.JPEG,6
./datasets/n01843383/n01843383_2664.JPEG,6
./datasets/n01843383/n01843383_3675.JPEG,6
./datasets/n01843383/n01843383_26638.JPEG,6
./datasets/n01843383/n01843383_8204.JPEG,6
./datasets/n01843383/n01843383_4199.JPEG,6
./datasets/n01843383/n01843383_9872.JPEG,6
./datasets/n01843383/n01843383_8596.JPEG,6
./datasets/n01843383/n01843383_8769.JPEG,6
./datasets/n01843383/n01843383_9960.JPEG,6
./datasets/n01843383/n01843383_230.JPEG,6
./datasets/n01843383/n01843383_5903.JPEG,6
./datasets/n01843383/n01843383_3316.JPEG,6
./datasets/n01843383/n01843383_882.JPEG,6
./datasets/n01843383/n01843383_2454.JPEG,6
./datasets/n01843383/n01843383_5433.JPEG,6
./datasets/n01843383/n01843383_5836.JPEG,6
./datasets/n01843383/n01843383_8690.JPEG,6
./datasets/n01843383/n01843383_132.JPEG,6
./datasets/n01843383/n01843383_4528.JPEG,6
./datasets/n01843383/n01843383_3318.JPEG,6
./datasets/n01843383/n01843383_263.JPEG,6
./datasets/n01843383/n01843383_1954.JPEG,6
./datasets/n01843383/n01843383_22.JPEG,6
./datasets/n01843383/n01843383_1560.JPEG,6
./datasets/n01843383/n01843383_3333.JPEG,6
./datasets/n01843383/n01843383_5424.JPEG,6
./datasets/n01843383/n01843383_1212.JPEG,6
./datasets/n01843383/n01843383_514.JPEG,6
./datasets/n01855672/n01855672_7601.JPEG,7
./datasets/n01855672/n01855672_15535.JPEG,7
./datasets/n01855672/n01855672_8470.JPEG,7
./datasets/n01855672/n01855672_4671.JPEG,7
./datasets/n01855672/n01855672_2609.JPEG,7
./datasets/n01855672/n01855672_2541.JPEG,7
./datasets/n01855672/n01855672_3299.JPEG,7
./datasets/n01855672/n01855672_6430.JPEG,7
./datasets/n01855672/n01855672_1728.JPEG,7
./datasets/n01855672/n01855672_57092.JPEG,7
./datasets/n01855672/n01855672_15144.JPEG,7
./datasets/n01855672/n01855672_8642.JPEG,7
./datasets/n01855672/n01855672_7525.JPEG,7
./datasets/n01855672/n01855672_4532.JPEG,7
./datasets/n01855672/n01855672_9651.JPEG,7
./datasets/n01855672/n01855672_2827.JPEG,7
./datasets/n01855672/n01855672_12551.JPEG,7
./datasets/n01855672/n01855672_3271.JPEG,7
./datasets/n01855672/n01855672_2753.JPEG,7
./datasets/n01855672/n01855672_6425.JPEG,7
./datasets/n01855672/n01855672_15427.JPEG,7
./datasets/n01855672/n01855672_5739.JPEG,7
./datasets/n01855672/n01855672_3364.JPEG,7
./datasets/n01855672/n01855672_7976.JPEG,7
./datasets/n01855672/n01855672_13850.JPEG,7
./datasets/n01855672/n01855672_28985.JPEG,7
./datasets/n01855672/n01855672_9570.JPEG,7
./datasets/n01855672/n01855672_4972.JPEG,7
./datasets/n01855672/n01855672_8559.JPEG,7
./datasets/n01855672/n01855672_1125.JPEG,7
./datasets/n01855672/n01855672_57725.JPEG,7
./datasets/n01855672/n01855672_7205.JPEG,7
./datasets/n01855672/n01855672_316.JPEG,7
./datasets/n01855672/n01855672_5115.JPEG,7
./datasets/n01855672/n01855672_13250.JPEG,7
./datasets/n01855672/n01855672_12031.JPEG,7
./datasets/n01855672/n01855672_11352.JPEG,7
./datasets/n01855672/n01855672_10283.JPEG,7
./datasets/n01855672/n01855672_7788.JPEG,7
./datasets/n01855672/n01855672_15594.JPEG,7
./datasets/n01855672/n01855672_7778.JPEG,7
./datasets/n01855672/n01855672_6038.JPEG,7
./datasets/n01855672/n01855672_8257.JPEG,7
./datasets/n01855672/n01855672_40394.JPEG,7
./datasets/n01855672/n01855672_131.JPEG,7
./datasets/n01855672/n01855672_14258.JPEG,7
./datasets/n01855672/n01855672_10315.JPEG,7
./datasets/n01855672/n01855672_15148.JPEG,7
./datasets/n01855672/n01855672_10455.JPEG,7
./datasets/n01855672/n01855672_9553.JPEG,7
./datasets/n01910747/n01910747_11660.JPEG,8
./datasets/n01910747/n01910747_13243.JPEG,8
./datasets/n01910747/n01910747_9980.JPEG,8
./datasets/n01910747/n01910747_4662.JPEG,8
./datasets/n01910747/n01910747_8223.JPEG,8
./datasets/n01910747/n01910747_12016.JPEG,8
./datasets/n01910747/n01910747_3056.JPEG,8
./datasets/n01910747/n01910747_6696.JPEG,8
./datasets/n01910747/n01910747_2462.JPEG,8
./datasets/n01910747/n01910747_2271.JPEG,8
./datasets/n01910747/n01910747_2751.JPEG,8
./datasets/n01910747/n01910747_10033.JPEG,8
./datasets/n01910747/n01910747_7190.JPEG,8
./datasets/n01910747/n01910747_14557.JPEG,8
./datasets/n01910747/n01910747_2643.JPEG,8
./datasets/n01910747/n01910747_17603.JPEG,8
./datasets/n01910747/n01910747_2548.JPEG,8
./datasets/n01910747/n01910747_23146.JPEG,8
./datasets/n01910747/n01910747_5971.JPEG,8
./datasets/n01910747/n01910747_2062.JPEG,8
./datasets/n01910747/n01910747_2164.JPEG,8
./datasets/n01910747/n01910747_12.JPEG,8
./datasets/n01910747/n01910747_19788.JPEG,8
./datasets/n01910747/n01910747_13400.JPEG,8
./datasets/n01910747/n01910747_12354.JPEG,8
./datasets/n01910747/n01910747_551.JPEG,8
./datasets/n01910747/n01910747_13480.JPEG,8
./datasets/n01910747/n01910747_1663.JPEG,8
./datasets/n01910747/n01910747_11224.JPEG,8
./datasets/n01910747/n01910747_9206.JPEG,8
./datasets/n01910747/n01910747_3421.JPEG,8
./datasets/n01910747/n01910747_19803.JPEG,8
./datasets/n01910747/n01910747_1169.JPEG,8
./datasets/n01910747/n01910747_13375.JPEG,8
./datasets/n01910747/n01910747_11530.JPEG,8
./datasets/n01910747/n01910747_2612.JPEG,8
./datasets/n01910747/n01910747_20125.JPEG,8
./datasets/n01910747/n01910747_5057.JPEG,8
./datasets/n01910747/n01910747_9180.JPEG,8
./datasets/n01910747/n01910747_713.JPEG,8
./datasets/n01910747/n01910747_14369.JPEG,8
./datasets/n01910747/n01910747_2193.JPEG,8
./datasets/n01910747/n01910747_3053.JPEG,8
./datasets/n01910747/n01910747_8539.JPEG,8
./datasets/n01910747/n01910747_1305.JPEG,8
./datasets/n01910747/n01910747_4026.JPEG,8
./datasets/n01910747/n01910747_325.JPEG,8
./datasets/n01910747/n01910747_6046.JPEG,8
./datasets/n01910747/n01910747_840.JPEG,8
./datasets/n01910747/n01910747_8413.JPEG,8
./datasets/n01930112/n01930112_18616.JPEG,9
./datasets/n01930112/n01930112_10237.JPEG,9
./datasets/n01930112/n01930112_18963.JPEG,9
./datasets/n01930112/n01930112_14037.JPEG,9
./datasets/n01930112/n01930112_9459.JPEG,9
./datasets/n01930112/n01930112_3916.JPEG,9
./datasets/n01930112/n01930112_3600.JPEG,9
./datasets/n01930112/n01930112_9767.JPEG,9
./datasets/n01930112/n01930112_5119.JPEG,9
./datasets/n01930112/n01930112_20124.JPEG,9
./datasets/n01930112/n01930112_3630.JPEG,9
./datasets/n01930112/n01930112_14158.JPEG,9
./datasets/n01930112/n01930112_17118.JPEG,9
./datasets/n01930112/n01930112_12992.JPEG,9
./datasets/n01930112/n01930112_6015.JPEG,9
./datasets/n01930112/n01930112_763.JPEG,9
./datasets/n01930112/n01930112_20143.JPEG,9
./datasets/n01930112/n01930112_9060.JPEG,9
./datasets/n01930112/n01930112_13913.JPEG,9
./datasets/n01930112/n01930112_4861.JPEG,9
./datasets/n01930112/n01930112_14916.JPEG,9
./datasets/n01930112/n01930112_13472.JPEG,9
./datasets/n01930112/n01930112_21074.JPEG,9
./datasets/n01930112/n01930112_21713.JPEG,9
./datasets/n01930112/n01930112_15784.JPEG,9
./datasets/n01930112/n01930112_4382.JPEG,9
./datasets/n01930112/n01930112_10.JPEG,9
./datasets/n01930112/n01930112_13029.JPEG,9
./datasets/n01930112/n01930112_21725.JPEG,9
./datasets/n01930112/n01930112_675.JPEG,9
./datasets/n01930112/n01930112_13333.JPEG,9
./datasets/n01930112/n01930112_18493.JPEG,9
./datasets/n01930112/n01930112_17324.JPEG,9
./datasets/n01930112/n01930112_16144.JPEG,9
./datasets/n01930112/n01930112_16961.JPEG,9
./datasets/n01930112/n01930112_20079.JPEG,9
./datasets/n01930112/n01930112_9985.JPEG,9
./datasets/n01930112/n01930112_13399.JPEG,9
./datasets/n01930112/n01930112_3378.JPEG,9
./datasets/n01930112/n01930112_13349.JPEG,9
./datasets/n01930112/n01930112_10864.JPEG,9
./datasets/n01930112/n01930112_6365.JPEG,9
./datasets/n01930112/n01930112_822.JPEG,9
./datasets/n01930112/n01930112_10679.JPEG,9
./datasets/n01930112/n01930112_2133.JPEG,9
./datasets/n01930112/n01930112_5039.JPEG,9
./datasets/n01930112/n01930112_80.JPEG,9
./datasets/n01930112/n01930112_19563.JPEG,9
./datasets/n01930112/n01930112_17078.JPEG,9
./datasets/n01930112/n01930112_10848.JPEG,9
./datasets/n01981276/n01981276_9818.JPEG,10
./datasets/n01981276/n01981276_16039.JPEG,10
./datasets/n01981276/n01981276_9729.JPEG,10
./datasets/n01981276/n01981276_10959.JPEG,10
./datasets/n01981276/n01981276_5051.JPEG,10
./datasets/n01981276/n01981276_19079.JPEG,10
./datasets/n01981276/n01981276_12597.JPEG,10
./datasets/n01981276/n01981276_4151.JPEG,10
./datasets/n01981276/n01981276_14723.JPEG,10
./datasets/n01981276/n01981276_7742.JPEG,10
./datasets/n01981276/n01981276_15359.JPEG,10
./datasets/n01981276/n01981276_13205.JPEG,10
./datasets/n01981276/n01981276_806.JPEG,10
./datasets/n01981276/n01981276_10534.JPEG,10
./datasets/n01981276/n01981276_9253.JPEG,10
./datasets/n01981276/n01981276_10281.JPEG,10
./datasets/n01981276/n01981276_20954.JPEG,10
./datasets/n01981276/n01981276_3152.JPEG,10
./datasets/n01981276/n01981276_21458.JPEG,10
./datasets/n01981276/n01981276_17850.JPEG,10
./datasets/n01981276/n01981276_2538.JPEG,10
./datasets/n01981276/n01981276_15781.JPEG,10
./datasets/n01981276/n01981276_3154.JPEG,10
./datasets/n01981276/n01981276_3240.JPEG,10
./datasets/n01981276/n01981276_15225.JPEG,10
./datasets/n01981276/n01981276_7685.JPEG,10
./datasets/n01981276/n01981276_29383.JPEG,10
./datasets/n01981276/n01981276_12502.JPEG,10
./datasets/n01981276/n01981276_22651.JPEG,10
./datasets/n01981276/n01981276_12338.JPEG,10
./datasets/n01981276/n01981276_4518.JPEG,10
./datasets/n01981276/n01981276_18053.JPEG,10
./datasets/n01981276/n01981276_15207.JPEG,10
./datasets/n01981276/n01981276_144.JPEG,10
./datasets/n01981276/n01981276_1470.JPEG,10
./datasets/n01981276/n01981276_17900.JPEG,10
./datasets/n01981276/n01981276_2882.JPEG,10
./datasets/n01981276/n01981276_3497.JPEG,10
./datasets/n01981276/n01981276_3460.JPEG,10
./datasets/n01981276/n01981276_4262.JPEG,10
./datasets/n01981276/n01981276_17776.JPEG,10
./datasets/n01981276/n01981276_14662.JPEG,10
./datasets/n01981276/n01981276_1352.JPEG,10
./datasets/n01981276/n01981276_3592.JPEG,10
./datasets/n01981276/n01981276_11002.JPEG,10
./datasets/n01981276/n01981276_19234.JPEG,10
./datasets/n01981276/n01981276_3411.JPEG,10
./datasets/n01981276/n01981276_9178.JPEG,10
./datasets/n01981276/n01981276_406.JPEG,10
./datasets/n01981276/n01981276_17189.JPEG,10
./datasets/n02074367/n02074367_15261.JPEG,11
./datasets/n02074367/n02074367_4443.JPEG,11
./datasets/n02074367/n02074367_19380.JPEG,11
./datasets/n02074367/n02074367_1471.JPEG,11
./datasets/n02074367/n02074367_1711.JPEG,11
./datasets/n02074367/n02074367_442.JPEG,11
./datasets/n02074367/n02074367_12779.JPEG,11
./datasets/n02074367/n02074367_8524.JPEG,11
./datasets/n02074367/n02074367_6780.JPEG,11
./datasets/n02074367/n02074367_8943.JPEG,11
./datasets/n02074367/n02074367_1898.JPEG,11
./datasets/n02074367/n02074367_19593.JPEG,11
./datasets/n02074367/n02074367_6725.JPEG,11
./datasets/n02074367/n02074367_4650.JPEG,11
./datasets/n02074367/n02074367_3176.JPEG,11
./datasets/n02074367/n02074367_2460.JPEG,11
./datasets/n02074367/n02074367_708.JPEG,11
./datasets/n02074367/n02074367_8495.JPEG,11
./datasets/n02074367/n02074367_2059.JPEG,11
./datasets/n02074367/n02074367_19067.JPEG,11
./datasets/n02074367/n02074367_3668.JPEG,11
./datasets/n02074367/n02074367_19622.JPEG,11
./datasets/n02074367/n02074367_3778.JPEG,11
./datasets/n02074367/n02074367_956.JPEG,11
./datasets/n02074367/n02074367_16974.JPEG,11
./datasets/n02074367/n02074367_4317.JPEG,11
./datasets/n02074367/n02074367_5450.JPEG,11
./datasets/n02074367/n02074367_682.JPEG,11
./datasets/n02074367/n02074367_2392.JPEG,11
./datasets/n02074367/n02074367_21089.JPEG,11
./datasets/n02074367/n02074367_6820.JPEG,11
./datasets/n02074367/n02074367_2517.JPEG,11
./datasets/n02074367/n02074367_1001.JPEG,11
./datasets/n02074367/n02074367_300.JPEG,11
./datasets/n02074367/n02074367_319.JPEG,11
./datasets/n02074367/n02074367_12485.JPEG,11
./datasets/n02074367/n02074367_7959.JPEG,11
./datasets/n02074367/n02074367_3332.JPEG,11
./datasets/n02074367/n02074367_4671.JPEG,11
./datasets/n02074367/n02074367_38.JPEG,11
./datasets/n02074367/n02074367_1357.JPEG,11
./datasets/n02074367/n02074367_531.JPEG,11
./datasets/n02074367/n02074367_5882.JPEG,11
./datasets/n02074367/n02074367_5246.JPEG,11
./datasets/n02074367/n02074367_8069.JPEG,11
./datasets/n02074367/n02074367_12120.JPEG,11
./datasets/n02074367/n02074367_4334.JPEG,11
./datasets/n02074367/n02074367_3541.JPEG,11
./datasets/n02074367/n02074367_2874.JPEG,11
./datasets/n02074367/n02074367_18601.JPEG,11
./datasets/n02089867/n02089867_4670.JPEG,12
./datasets/n02089867/n02089867_1737.JPEG,12
./datasets/n02089867/n02089867_1452.JPEG,12
./datasets/n02089867/n02089867_6788.JPEG,12
./datasets/n02089867/n02089867_1437.JPEG,12
./datasets/n02089867/n02089867_2561.JPEG,12
./datasets/n02089867/n02089867_454.JPEG,12
./datasets/n02089867/n02089867_1921.JPEG,12
./datasets/n02089867/n02089867_3074.JPEG,12
./datasets/n02089867/n02089867_136.JPEG,12
./datasets/n02089867/n02089867_8620.JPEG,12
